3.0001,3.009234,2.897717,3.497663,3.384959,3.511547,2.995597,2.887527,2.717127,2.977909,2.988026,3.105986,3.196155,3.4257,3.333885,3.107594,3.826341,2.748247,2.796073,2.912989,2.95311,3.074868,2.939536,3.310663,3.409762,3.412479,3.123859,2.65171,2.781175,2.554745,2.970224,2.999196,3.088623,3.038591,3.29702,3.403837,3.256741,3.727096,2.677155,2.828116,3.047446,2.976155,3.036004,3.134924,3.228808,3.295054,3.386864,3.481372,2.650554,2.499359,2.783762,2.952401,3.053136,3.215273,3.265937,3.315102,3.308334,5.310789,4.247319,2.926883,3.189373,3.060428,2.999178,3.350838,3.417894,3.606615,3.658871,2.803675,2.528559,2.997987,2.966869,3.201166,3.290465,3.424353,3.347077,3.351526,5.379257,2.796998,2.838372,3.082188,2.915009,2.852651,3.135024,3.492522,3.33446,3.403613,3.435206,3.064221,2.738127,2.950667,2.855691,2.984159,3.107522,3.187142,3.201277,3.385091,3.419642,3.417963,3.575393,3.649421,3.137338,2.861038,2.863753,3.339753,3.024161,3.218752,3.244523,3.097909,3.436612,3.688266,3.569452,3.531107,2.698491,2.792507,3.201275,3.029593,3.165106,3.304329,3.329361,3.3291,3.473204,3.514696,3.331304,2.80379,2.913567,2.966393,2.680781,3.107309,3.140888,3.267026,3.327806,3.524348,3.215852,2.884489,2.248063,3.499188,5.225511,2.580612,2.691331,2.881746,2.666601,2.991016,3.118043,3.187545,3.229538,2.953886,3.432921,3.597289,3.269129,3.558066,3.803138,4.067911,4.367063,3.990557,3.990542,2.650292,1.713019,2.337816,2.651627,3.24298,3.065403,3.622217,3.578851,2.898681,3.101156,2.920039,3.08222,3.00686,3.13699,3.192169,3.401047,3.087353,3.545361,3.451215,3.563293,2.855324,2.822908,2.880161,3.372,3.295199,3.542024,3.293674,3.454793,3.436318,3.22468,3.689163,2.95916,2.819695,2.921793,2.971465,3.103651,3.389782,3.39185,3.34931,3.835927,3.54161,3.4447,3.807167,3.069408,3.078806
2.973951,3.041109,2.861702,3.190552,3.27337,3.364934,3.41845,3.585991,2.842282,2.934266,2.873695,2.940248,2.994874,3.124586,3.246975,3.270846,3.172142,2.719676,2.857502,2.849198,2.945673,3.108478,3.101544,2.907602,3.249602,3.425399,3.49952,3.482831,3.479782,3.708769,2.792957,2.926221,2.955829,3.12737,3.139703,3.217478,3.233874,3.347574,3.477115,3.55669,3.520907,2.814591,2.577744,3.002219,2.92832,3.122106,3.245865,3.290265,3.361601,3.50395,3.241057,2.856355,2.843084,2.967413,3.176203,3.106,2.912573,3.477746,3.640086,2.959989,3.126177,4.465018,2.570766,3.026855,3.286159,3.278804,3.28209,3.327411,3.440828,3.691547,2.700397,2.776101,3.127277,3.003879,3.075608,3.390896,3.036377,3.30733,3.367363,3.444532,3.491649,2.776595,2.298701,2.906469,2.956348,3.176427,3.137504,3.203665,3.592918,3.321799,3.510402,2.734433,2.844412,2.822577,3.055055,3.076034,2.965115,3.306195,3.327189,3.381603,3.5152,2.628383,3.864893,3.004469,3.036746,3.061248,3.15249,3.289709,3.332847,3.148039,3.531361,3.001063,2.765808,2.886247,3.064936,3.050526,2.836171,3.278039,3.297997,3.587741,3.034726,2.9143,2.851285,2.67866,3.065183,3.82486,4.07116,3.318413,3.409221,3.225642,2.723662,2.76295,2.87615,2.933198,3.009526,3.090506,3.159729,3.25492,3.314589,3.3997,3.507834,2.693942,3.040728,2.561381,2.916596,3.171548,3.186671,3.198558,3.419369,3.437488,3.382387,3.130895,2.746615,2.819485,2.916442,2.991936,3.098774,1.848018,3.660441,3.378751,3.448616,3.475579,2.654791,2.757698,2.676743,2.954268,3.062656,3.113449,3.803023,3.293015,3.32869,3.483731,3.005293,2.834082,2.752885,2.935181,3.272899,2.897545,3.235969,3.254538,3.400823,3.411009,3.588818,2.883167,2.781901,2.906143,3.00715,3.076937,3.242604,3.190638,3.247629,3.407007,3.582238,3.610439,3.173589,2.7628,2.870627,2.713761,3.182139,3.089864
3.677256,3.701285,4.074608,3.617567,3.77478,3.135341,3.024766,3.341711,3.588923,3.940642,3.668675,3.734646,3.794851,3.160897,3.181648,3.360912,5.301063,7.898089,3.878591,3.631949,3.084786,3.469766,3.232095,3.453075,3.610462,3.614103,3.672403,3.710478,4.076139,4.013169,3.514052,3.006762,3.317745,3.251017,3.665098,3.668228,3.800059,3.631879,3.886583,4.033562,3.277267,3.467878,3.41818,3.66493,3.639339,3.760992,4.190401,4.631869,3.887855,3.486154,3.55616,3.385082,3.718589,3.617257,3.532425,4.379129,3.797636,3.063512,3.139827,3.261676,3.476412,3.231034,3.994313,4.048225,3.771585,3.564463,3.930595,3.208967,3.391803,3.280646,3.486154,3.186173,3.213533,3.674404,3.955707,3.895886,3.929725,3.587539,3.165321,3.495539,3.784561,3.476889,3.696861,3.534412,3.768212,4.002508,3.225142,3.291422,3.294132,3.255712,3.336245,3.696034,3.692659,3.765864,3.874171,3.514677,3.501552,3.293362,3.260012,3.453767,3.56362,3.660529,3.750252,3.797896,3.945621,4.147848,2.984445,3.24263,3.317819,3.483169,3.657459,3.685227,3.87915,3.981431,3.808099,3.102249,3.300306,3.685723,3.502032,3.581284,3.666758,3.746822,4.002813,3.188993,3.081878,3.350508,3.415704,3.497429,3.575445,3.702633,4.014938,3.84772,3.923002,3.933474,3.281491,3.271848,3.264912,3.525984,4.276472,3.707542,4.318721,3.974194,3.957242,3.188152,3.334151,3.362235,3.418148,3.389184,3.659209,3.679392,3.898398,3.936691,4.034239,3.47868,3.571756,3.567393,3.806163,3.761235,3.694568,3.816916,3.87822,3.278912,3.266412,3.542315,3.436505,3.571844,3.661085,3.715314,3.746832,3.856855,3.924931,3.961172,3.367777,3.553774,3.582525,3.501796,3.622203,3.736989,3.755749,2.792838,2.366398,2.840677,3.166944,4.872149,3.541383,3.506268,3.51553,3.564316,3.668335,3.734187,3.810113,3.917199,3.936492,3.59637,3.729526,3.487725,3.889734,3.584333,3.85686,3.725201
4.521399,3.921625,3.625198,4.298975,3.840476,4.240169,4.362813,4.981905,4.895957,4.637957,3.63814,4.291858,4.024238,4.29882,4.29735,5.271352,4.565001,3.678543,3.502721,4.094144,4.089313,4.249362,4.281399,4.331296,4.853461,3.756898,3.50763,3.660023,4.520385,4.312782,3.451306,4.195009,4.638428,3.574223,3.961272,3.945939,4.181581,4.333015,4.416435,4.615531,4.425475,3.790186,3.755291,3.615965,4.196836,4.271538,4.813666,4.576076,5.087429,5.027274,4.807789,5.67369,5.851942,7.152252,6.702278,4.78969,5.17377,5.100827,4.991353,5.721698,5.622282,4.583697,3.73792,4.392061,4.717785,4.965527,4.754023,5.378356,5.367489,5.434248,4.3015,4.66581,4.604677,4.211111,3.751898,4.047593,4.109482,4.39257,4.698015,4.900801,4.861168,5.146287,5.047896,4.4303,4.189539,4.201416,4.626741,4.865295,4.536467,5.097431,4.608357,4.132551,4.429529,4.674171,5.061143,5.07308,4.94424,3.572673,4.21295,4.702104,4.521519,4.765363,4.804349,4.970823,3.955807,4.177541,4.346847,4.514937,4.569164,4.83283,4.486898,3.923501,4.055229,4.310768,4.638357,4.900278,4.423514,5.116143,4.315633,4.15627,4.192542,4.263832,4.59485,4.74486,4.344866,4.042371,3.764122,4.630795,4.558084,4.701826,4.876414,4.567902,5.359158,4.10046,4.263088,3.904663,4.619551,4.812947,4.939083,4.250706,2.733379,2.734398,2.996681,3.32921,3.561145,3.796482,3.972024,4.060206,4.218557,4.075973,4.609322,4.994585,5.155235,4.548353,4.048039,4.393592,4.358418,4.54374,4.782828,4.952375,5.10599,4.177545,3.840812,4.452889,4.894292,4.363957,4.763268,4.689495,4.982859,3.928516,4.351503,4.439879,4.404029,4.898954,6.018537,4.624426,4.095532,4.096185,4.305177,4.52765,4.319668,4.750792,5.021159,5.120545,3.997677,4.101564,4.604073,5.124764,4.498537,4.965051,4.542328,4.044661,3.791596,5.467688,4.741498,4.668806,4.985129,4.983555,3.91362,4.12136
7.399968,7.924445,7.356872,6.710129,7.268305,7.549891,7.962299,6.45949,7.166629,6.994987,6.739611,6.276207,6.209546,6.603301,7.235487,6.957268,5.842942,5.850506,6.804213,6.724815,6.437769,6.679936,6.322075,7.864172,6.574828,6.277759,6.077634,6.650967,6.756558,6.870744,6.853211,6.053123,6.531215,6.443754,7.031211,6.94311,5.801405,5.959479,6.434545,6.94444,6.887934,5.627612,5.996535,6.851271,7.095221,8.866693,6.16485,6.291938,6.586069,7.442547,6.867188,6.300453,6.556722,6.6083,6.975196,5.776558,5.882888,6.631558,6.783771,6.692346,5.708543,6.636378,6.667654,6.190302,5.980306,6.13296,6.95001,7.163528,5.5512,4.967863,4.452321,4.877463,4.636722,5.11479,4.923255,4.668178,5.192601,5.208303,5.110828,4.784573,5.028735,5.078193,4.960473,5.481279,5.059543,5.273918,5.201523,5.149557,5.531446,5.043563,4.887091,5.124248,4.669018,4.591385,5.123448,5.605837,5.093271,5.162265,4.918494,5.424289,5.058583,5.056553,5.052487,4.801373,4.970435,4.948692,4.911106,5.302554,4.836444,5.054759,4.836897,5.143572,5.105854,5.43008,4.907696,4.900108,5.103835,5.320585,5.212627,4.926456,5.568603,5.038135,4.121146,4.499243,6.417741,5.995567,6.505946,7.240984,7.400352,6.33489,6.204838,6.734685,6.395713,7.867577,7.736518,6.067488,6.761695,7.074234,6.449325,5.942408,2.289877,2.272052,2.354522,2.746061,2.358029,2.287271,3.886875,5.273001,2.780802,2.327082,2.212908,2.503309,2.311552,2.395937,2.326279,2.372403,2.506782,2.424359,2.718301,2.303352,2.460017,2.297223,2.293163,2.665698,2.325667,2.351548,2.320919,2.452614,2.287749,2.31962,2.39718,2.324626,2.324111,2.358473,2.328481,3.309768,3.247244,2.222937,2.338114,2.310699,2.33535,2.415102,2.29553,2.583827,2.295887,2.683969,2.504371,2.36649,2.448752,2.259951,3.734988,3.552663,3.840942,2.93371,2.311532,2.404055,2.592427,2.476052,2.33106,2.315361
2.602249,2.317954,2.554106,2.320744,2.292291,2.943417,2.382755,2.351742,2.328724,2.360652,2.36625,2.332451,2.318357,2.41397,2.312282,3.233687,4.589883,8.996103,2.517938,2.43579,2.382695,2.407366,2.480679,2.507285,3.0726,2.447614,2.62225,2.476203,2.617054,2.639775,3.352718,3.500972,2.724608,2.448353,2.655155,2.525029,2.524024,2.680176,2.610244,2.6126,2.525187,2.694966,2.582092,2.61189,2.555396,2.67352,2.527238,2.612534,2.845814,2.553903,7.567899,4.953833,4.851238,2.982204,2.516127,2.546475,2.562255,2.53757,2.536463,2.516861,2.644098,2.483495,2.70639,2.376389,2.373825,2.447974,2.407889,2.577553,3.368116,2.751046,2.618706,2.556869,2.476251,2.526171,3.616503,2.89048,2.552071,2.756625,2.559123,2.603448,2.595418,2.551096,2.646707,2.469358,2.49061,3.969381,2.99669,2.454894,2.563244,2.467384,2.784728,2.534828,2.672478,2.468285,2.496149,2.597258,2.531057,3.202346,2.969808,2.512147,2.576169,2.710445,2.678735,2.763664,2.454211,2.507294,2.381419,2.414773,2.40098,2.393439,2.647832,2.362547,2.582599,2.770328,2.418346,2.403468,2.420512,2.591611,2.428379,2.372313,2.386725,2.463701,3.121373,2.478028,3.841731,4.992255,3.194002,2.462281,2.566227,2.374946,2.433438,2.340679,2.362053,2.391686,2.471269,2.717653,2.473231,2.341248,2.462033,2.489763,2.687196,2.467317,2.52364,2.642802,2.573834,2.539213,2.603669,2.443927,2.35231,2.364723,2.416353,2.407375,2.38664,2.399674,2.379933,2.51527,2.417757,2.395523,2.443348,2.405638,2.602116,2.636185,2.570125,2.642338,6.139047,5.083908,2.375309,2.548197,2.780615,3.155839,2.567038,2.368145,2.402852,2.341614,2.344963,2.410784,2.378979,2.398788,2.462048,2.458195,2.416458,2.831885,2.505901,2.513481,2.380988,2.404015,2.378333,2.508436,2.371692,2.448068,2.414053,2.366398,2.435759,2.380108,2.386607,2.374624,2.414448,2.324475,2.519242,2.392811
1.679398,1.596375,1.535427,1.532657,4.495213,5.41712,4.504441,1.847284,1.517232,1.510143,1.541408,1.552806,1.535247,1.532302,1.649918,1.681266,1.504976,1.515954,1.539743,1.584694,1.583301,1.744246,1.588345,1.630824,1.902952,2.11283,1.67582,1.563568,1.546689,1.561386,1.627388,1.543897,1.568493,1.54033,1.588311,1.591955,1.581323,1.617623,1.60911,1.761812,1.805282,1.703581,1.686241,1.734737,1.760059,1.579542,1.573439,1.660093,1.568665,1.592456,1.549061,1.591775,1.834277,1.600502,1.564693,1.555251,1.566753,1.53287,1.600696,1.874112,1.615341,3.924644,2.547611,1.740563,1.657468,1.558082,1.560978,3.457352,4.587161,2.984459,2.069613,1.654131,1.580472,1.59303,1.616979,1.593849,1.708986,1.532641,1.690489,1.581393,1.679822,1.909031,1.789576,1.564239,1.585539,1.563638,1.522614,1.588906,1.559902,1.589643,1.552823,1.696569,1.731358,1.608682,1.667104,2.465863,1.765727,1.580525,1.597761,1.634068,1.512533,1.555728,1.570776,1.520195,1.62332,1.485843,1.576534,1.807681,1.742291,1.654887,1.690626,1.745744,1.733971,1.664912,1.701105,2.14431,4.494538,5.169272,1.686308,1.572207,1.512279,1.586525,1.737783,1.740057,1.934739,1.62886,1.687603,1.785764,1.686015,1.716536,1.626398,1.671959,1.611795,1.933287,1.940609,1.697234,1.717494,1.6117,1.815506,1.679084,2.079468,1.959332,1.523395,1.695695,1.582796,1.548515,1.607002,1.583667,1.620431,1.640483,1.547035,1.532912,1.600503,1.551292,1.521284,1.618505,1.968514,1.62169,1.511787,1.526564,1.722525,1.760141,1.545142,1.519794,1.586687,1.644131,1.56122,2.022009,1.619893,1.577372,1.55998,1.555235,1.643972,1.53605,4.583664,2.400308,1.737491,1.694314,1.558511,1.518607,1.558569,1.511613,1.573429,1.730999,1.562236,1.941354,1.548285,1.533635,1.497722,1.542412,1.621923,1.694715,1.552948,1.614747,1.527984,1.528669,1.593169,2.070824,1.518739,1.52348
0.869213,0.918051,1.060004,0.937558,0.889344,1.1724,0.87316,1.118265,0.87153,0.922207,0.873921,0.858634,0.875577,0.885255,0.857255,0.879386,1.19721,0.954592,0.94128,0.905373,0.916849,0.894724,0.913315,0.875101,1.012787,0.88032,0.896755,0.945814,0.872511,0.867433,0.887751,0.906636,0.872367,0.896629,0.895493,0.869383,0.874628,0.924163,1.07092,0.857595,0.870676,0.993659,0.91185,0.884917,0.901574,0.849603,0.853198,0.885481,0.910106,1.102084,0.873492,0.862435,0.861175,0.881606,0.882929,0.877824,0.887307,0.967167,1.023892,0.890368,0.950003,1.206416,1.541492,1.59569,1.632071,2.047335,2.317495,2.044799,1.657962,1.221262,0.945163,0.895928,1.140433,1.009214,1.066155,1.12347,0.90528,0.914642,0.870228,0.923565,0.886627,0.881124,0.897943,0.900191,0.921456,0.863994,0.904224,0.854917,0.84976,0.900616,0.926163,0.898548,1.029358,1.108966,0.895675,0.974019,1.026639,0.92812,0.9124,0.856044,0.931449,0.931778,0.850106,0.871113,0.909939,0.887579,1.307954,0.921208,0.876504,1.035284,0.907004,0.917724,0.927991,0.904417,0.88603,0.904983,0.870275,0.859462,0.879872,0.877847,0.894419,0.884364,0.952674,1.268613,0.875836,0.91155,1.026103,0.84925,0.852882,0.896968,0.846898,0.899817,0.888052,0.908869,0.831806,0.879338,0.891497,0.917498,0.990288,0.942162,0.875154,0.883644,1.302836,0.903423,0.894743,0.874491,0.936555,0.904615,0.871888,1.191436,0.896858,0.838454,0.878598,0.913803,0.901173,0.87795,0.898598,0.892359,0.854962,1.027695,1.01039,0.926759,0.861645,0.885577,1.569094,1.440436,1.62162,1.294101,0.909625,0.938172,0.891474,1.086857,0.928458,0.90872,0.909556,0.921871,1.061108,0.87981,0.88365,0.920033,0.900783,0.881247,0.922019,0.920097,0.869119,0.892506,0.866207,1.021418,0.971297,0.907509,1.109139,0.868578,0.905956,1.004022,0.935777,0.931243,0.96815,0.976945,0.908206,1.06853
2.047723,1.158195,0.967102,0.94822,0.875627,0.846459,1.039799,0.988724,0.928833,0.885585,1.053821,0.854503,0.877927,0.938195,0.869328,0.95036,0.934685,0.922283,0.837839,0.855539,0.859829,0.997676,0.922466,0.899336,0.841753,0.86017,0.916,0.86609,0.94013,0.996318,0.867158,0.89408,0.949336,0.880085,0.864541,0.837848,0.823293,0.8425,0.848031,0.81541,0.888202,0.87976,0.801304,0.83274,0.856336,0.84835,0.982751,0.813755,1.015369,0.8955,0.891331,0.858578,1.056024,0.905939,1.208571,0.878001,0.809999,0.834884,0.855766,0.845102,0.833549,0.823314,0.845874,0.821533,0.98072,0.88458,0.900718,0.863197,0.814444,0.852125,0.851433,0.84726,1.355778,1.640349,2.344438,2.315967,2.210379,1.473135,0.804497,0.80238,0.833001,0.988656,1.047238,0.807771,0.803447,0.862681,0.827197,0.906791,0.8957,0.857869,0.815839,0.847669,0.867648,0.892148,0.918997,0.856384,0.855924,0.822494,0.818074,0.955347,0.801791,0.813227,0.800432,0.804047,0.843605,0.849511,0.830878,1.100076,0.914778,0.85157,0.839572,0.833096,0.813439,0.910867,0.826994,0.818315,0.856189,0.932553,1.06844,1.024498,0.891241,0.826982,0.875163,0.837984,0.830172,0.885563,0.821206,0.940747,1.050784,0.946634,0.858856,0.921196,0.925115,1.302202,1.246736,0.909281,0.944244,0.977889,0.865052,0.922956,0.871242,0.819089,0.858136,0.842435,0.846256,0.831217,0.852114,0.844498,0.868823,0.829788,0.896095,0.949854,0.861921,0.849147,0.877797,0.876412,0.881013,0.833276,0.848608,0.842049,0.819182,0.838063,0.819978,0.836014,0.872307,0.839241,0.866046,0.837145,0.81617,0.973259,0.829958,0.865853,0.845379,0.875707,0.857817,0.81269,0.840495,0.842486,0.866288,0.864237,0.879715,1.223774,1.263368,1.651246,1.427437,0.832615,1.076739,0.949405,0.820264,0.834572,0.841644,0.880294,0.906538,0.934048,1.086993,0.850458,0.818615,0.811571,0.809885,0.846353
0.835423,0.850346,0.868751,0.860084,0.987381,0.887375,0.89534,0.852983,0.897965,0.910758,0.86739,0.864936,0.888242,0.931532,1.256156,0.848498,0.862253,0.867855,0.875714,0.886145,0.85819,0.908754,0.97773,0.880941,0.874342,0.874169,0.856716,0.850432,0.82951,0.853287,0.916398,0.922201,0.929894,0.914437,0.857943,0.879534,1.099608,0.8233,0.885314,0.875815,1.190946,0.853149,0.887181,0.890258,0.844817,0.847915,0.878147,0.932252,0.890326,0.861208,0.877541,0.883043,0.90494,0.908202,0.868835,0.96185,1.004789,0.852615,1.216753,0.978894,0.946987,0.866641,0.883938,0.871367,0.922243,0.976175,1.101192,1.110591,0.938633,0.937835,1.030948,1.12611,1.320662,1.056852,0.956809,0.924575,1.163211,0.903477,0.894138,0.943186,0.965916,0.93692,0.99234,0.971892,1.114258,1.132464,0.939935,0.94282,1.075393,1.768609,2.314752,2.665799,1.558314,1.952799,1.35578,1.002037,0.972442,0.941794,0.96994,0.962496,0.915984,0.946712,0.940001,0.926441,0.897964,1.053386,0.955826,0.877735,0.880595,0.898425,0.903338,0.896092,0.966586,1.187081,1.17162,1.00576,0.988668,0.939255,1.124,1.096385,1.038722,1.395779,0.912353,0.869887,0.927385,0.926343,0.935926,0.885505,0.880595,0.95192,0.935168,0.903674,0.954015,0.926224,0.947862,0.983967,0.871043,0.918076,0.877456,0.99544,0.917934,0.951265,0.955199,0.993644,0.930293,0.985671,1.19343,0.949556,0.988331,1.019866,0.960014,0.943583,0.924922,1.004621,0.995134,1.002161,0.99752,1.102642,0.926171,0.957547,0.942914,0.895975,0.878565,0.909531,0.879533,0.933233,0.928233,0.94674,0.945211,0.932371,0.903417,0.930052,0.948927,0.91292,0.884243,1.025017,0.935098,1.151912,0.948065,0.916705,0.917377,1.010345,0.957592,1.024928,0.920519,0.969411,0.904634,0.864388,1.113384,1.53347,1.465975,1.435009,0.859166,1.334159,0.947428,0.930599,1.04736,0.984588,0.906566,0.928013
